time_s,target,O01,O02,O03,O04,O05,O06,O07,O08,O09,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20,O21,O22,O23,O24,O25,O26,O27,O28
0,11.08119137973798,23.583798721173363,14.481569850384025,12.988154908768289,18.77462285652647,2.581303612315254,11.761530743178021,17.610063877444794,19.246799714913706,3.377159724504561,1.226990341742536,13.088825259613442,7.592585232247795,4.948831173097064,3.6334669516794076,8.885743310247765,12.827969365504174,7.0745366882003164,33.949490242677605,0.0,37.778539851871734,39.13140341505377,5.345171545803362,0.0,14.489666838903334,0.1509161637049189,2.8144334951523624,29.14468852064428,9.81878587984357
1,10.806884373486982,24.056204495211453,16.30547288338949,13.32436409069924,15.137188832150159,4.846130346978338,8.853168660087324,16.93001210064268,20.974930634992432,4.446667523638129,6.048378037987463,11.219323653924858,9.869069056122282,2.2270742692554446,4.997261289772319,9.29304493684847,10.9561401106191,12.419525050693492,22.7848643014706,0.0,34.90958783768365,27.965046145330014,11.499012156679509,2.1088680991899653,17.937565640110495,10.2089941568441,4.299854227003097,23.923770810005784,11.1794698188319
2,10.383779085780509,22.749922139513306,15.554227668928565,14.675730304918604,12.44983212309165,6.63087416997028,7.656063772936424,16.000054088730906,23.19631048502235,6.013245704064097,8.888802314304812,10.222500876488322,13.594210009058942,0.2570850558536999,5.69995348782593,8.630876312009923,7.761694820510419,17.716770105258,10.409179373303338,0.0,31.15298244413171,22.67562601593466,20.06567610246328,4.96896931991136,18.57449223332324,18.179219420757704,5.469287171570692,17.68766807771406,15.47933815317456
3,10.034557085227469,20.002549127364293,14.4393349596706,15.137083445083036,13.424357913314033,6.454142457587588,9.262601695154657,16.5721947982475,23.35675469932017,6.342691097970414,8.524467359332483,10.473430751107706,13.994075082361457,0.6961566747836792,4.444307049671415,6.920979854038421,5.965581544328192,23.93548662035598,4.553533578060648,0.0,27.86914138131308,27.874776674484725,22.195327779383923,7.831081739002537,18.213316380568934,15.115462786219435,5.671817376254385,14.432813985489256,19.14624213953274
4,10.038510332484051,17.61217707435904,15.403366954615642,12.915196392594678,15.971798827108628,5.588457929077991,8.225839854438217,19.95290565591629,21.170105145176922,4.3774748927635105,8.752950322664187,11.217286460944472,11.045324894076117,2.7158795140088485,2.305876412489465,5.399784155470973,6.097700024567738,25.8774095538772,4.559242737384409,0.36078937820251555,20.320967493524865,31.71679659600969,13.746023151068613,12.026626077474198,18.170260036578757,7.341642378010559,5.571045393016805,16.198062910616244,17.96298903477008
5,10.680801389380727,15.969239217356144,13.934447547142474,10.45802552982397,17.24282050688812,4.469336358381259,3.901974678933774,23.334992771231914,18.53875706032852,1.8134170220283476,10.454736305146088,12.442826903006978,9.067267091644403,5.221180386484448,2.8525315789348307,4.154152856994167,5.556007938333642,18.62724580238204,5.62532053930696,4.141950838362239,9.982166575685554,25.796305618666754,4.349535946959037,13.984094061659588,16.535622151698327,5.936784999100575,4.683335930161571,18.583933117190156,12.196016518503747
6,12.193766975083,15.74958249411016,10.14537813860256,9.442318190162418,17.109179580800305,3.5511061944856444,1.5779350833111379,23.178369431545587,16.78843445309628,1.6462112640442126,11.279100728124437,15.39740925161471,8.855505069790794,6.960743919001594,6.443016092644816,3.7600092740082944,6.484668087591444,11.672711259821638,5.420114735359808,0.8296168188769242,8.33249954377059,15.397090923802537,1.017863871395254,9.85574230590132,14.51092552778077,9.085090230279642,3.432269765563597,13.21975759728465,7.499245952186661
7,14.68526463375555,16.44855869057162,10.364173167848506,8.434746192465042,17.166639764984023,4.1607669027272305,2.7279408506609846,20.64220561511354,16.04321782138456,5.399970750952942,10.06878375822145,20.280158755563583,9.630162326494059,8.440885419961273,8.428550171712144,5.336816713968931,11.543256045789462,10.920621698901668,3.193477967680564,0.0,13.784446394008475,8.617836701554648,3.5220386829305124,2.5422469939023173,10.965914051393232,5.927325974267994,3.386169871035946,2.9825851875214564,5.771171123129239
8,18.070610208272544,19.24419034591495,14.661195668413411,7.355855275862235,19.355399310884614,6.030984416756076,5.0643445003132435,18.216458900635573,15.257285526172298,10.324691443366243,8.136891774807161,24.520552676043067,11.601128869332543,9.553513213921251,9.209234482074901,9.358200246587122,16.41677788076334,13.790729797434143,0.0,0.0,17.89356308203827,6.633361702428089,8.654599099024107,0.6052303723792996,7.243812168225481,0.0,1.793380536344868,0.0,7.937339569611183
9,22.05184362294918,25.120587468553346,18.267340992931743,7.608709889759311,24.459323290398842,8.680731138375855,7.62227112688536,17.633349229246683,16.421816910600597,13.393428158635786,8.201667134594132,26.48183872465938,14.469594331662268,9.577661259443426,13.302478129146015,15.846408982358305,16.506691543035664,17.477125316956485,0.0,3.683876853009875,19.10210067414347,6.346323728181276,11.485175619862877,7.278498659394467,9.888428121861956,0.0,0.0,0.43915344200815554,15.891992561024605
