time_s,target,O01,O02,O03,O04,O05,O06,O07,O08,O09,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20,O21,O22,O23,O24,O25,O26,O27,O28
10,27.714169414263946,25.96447422403378,46.407465058847,36.90207193064316,31.213746248323496,30.812677665352517,25.144676884984264,39.32389397478446,38.90488710177111,25.895996450239586,27.382580867862703,39.12760422756233,34.8324932316918,22.202642100253257,28.34115528813639,34.825717917179134,42.88010604933112,48.41938371928952,13.344827322647902,20.26432526121777,38.5729770450815,63.10327565935674,51.27498500167171,25.56621850123573,35.034398479509704,45.06176976470739,34.536247353698826,37.81423300970344,41.656428126995564
11,27.59038893737323,27.003147006035686,38.972381454158835,31.43636396143043,29.626073355924483,29.709556050202934,19.87470029087734,37.91956544017273,35.53125717339185,26.715390227853156,22.35499401640365,36.1797372842166,30.96682944890453,21.314793401531166,31.329478529573247,31.440170936232306,38.36111369940685,41.98746554702203,15.715001929660135,24.164706432382253,42.452692514712666,61.24871848234929,38.03447105438801,19.384612041182862,31.55124484243995,40.42139916838605,33.28867525764811,28.941091431991445,34.864851125101346
12,28.058458853065364,27.05442226796019,30.689915787352792,26.58023836878406,30.46923015725924,29.76028603486823,17.55950438895584,36.83832312634317,34.835539436991056,29.865403695486535,19.98802636267424,36.364194413308454,29.04385225966586,20.40343127636416,28.811160595801063,27.657990164538063,36.72801819805129,43.87714641790519,17.40449476428655,30.018919956166577,45.18558162391822,62.0286387390872,29.180018899034426,16.271774927570217,27.798402040342673,35.05352167408482,37.2276342670124,21.843709504089496,30.440005948589288
13,28.950883050495012,27.414924465294693,26.74184067717125,27.433760686149792,32.45642023342755,30.659636453253725,18.54563180016453,35.234270174570234,37.81907014816385,31.620096330503298,20.959460966967494,37.665533200708325,30.387969393595384,18.15516295018272,25.518251876316924,24.556000269552985,36.57674641791774,44.82442800546124,15.262527646892075,35.306786054077065,41.27331159375801,60.44100597794373,25.551344773967255,15.56313823946444,25.569788054027462,29.038355228887085,37.574919088786515,18.696143634978746,28.394943153286874
14,30.098785977549134,26.634020654527163,27.73864759220351,30.822182524172497,34.840063847075655,31.733433796173085,18.292588828478294,33.792132499890556,41.286375238013925,28.717501765713052,22.126563219537065,39.347157459939126,32.09582265663802,16.41081732146052,25.852584745255136,24.731159436714265,34.18545068495864,41.106662916161625,17.763299903320416,38.441618749833886,36.18486606646297,56.31896039165086,25.01291901343314,18.48759409948034,27.113224953925247,25.00260002769971,32.68992252501734,16.333720326981226,25.666980171625564
15,31.3190475925541,25.646075175285326,31.500588607791464,32.05933998200558,37.60863822776558,31.99239026468055,16.23381269042211,34.41105559860923,41.16795714739229,22.184126107802058,20.612595690113096,40.81395205826078,33.46284920650158,17.776114747066835,25.543787133020594,28.69481239134329,29.81152255795535,40.05388831438955,24.18091009960885,34.29011332353277,31.655796425436762,51.87737262562155,28.45622264111836,26.698333245511698,32.32760375021122,24.16343452206292,29.42905881143485,16.945370686141374,24.342075364668965
16,32.43369273142196,28.215042655800975,35.69553366585771,32.50391513771444,40.298591981718644,31.12305705943452,15.613441628666179,34.74683027289562,39.57112974694122,18.334338183255966,18.84362318122847,40.230791192321725,35.55932105268309,20.30548368480761,23.89433697388553,32.43496026625052,27.923787822203828,42.416903717375675,26.720316723915484,25.521453788651804,27.605483882756403,49.040692623991205,33.69836557300145,36.65691118054607,34.23784575454705,25.466766725359633,29.774976393163712,22.68502491578738,27.24200807665241
17,33.33461608246433,32.60322031432421,40.42020015782701,35.15768176871098,42.15347831078272,29.622732900496427,18.743457037559704,33.57847019836699,39.95852945841729,21.97433928280111,19.730418458146303,38.35145047540521,37.041375022209664,21.823694769815585,25.57522604108845,33.48065910532039,29.789895247362495,41.677959579495045,27.96983960043457,20.64603495702765,24.88963452917568,50.75170530412903,34.4841962552353,42.00461394713249,27.81055666104349,27.413640077684725,29.012324466848696,27.099587163630304,30.34283846212032
18,34.059631627667805,34.451622502845176,44.86424534964273,38.399958934175274,41.492750149158084,28.557094513001807,23.80483707287697,33.663093851747135,40.73783344917802,28.538310178085325,22.25061479857778,37.66483452331704,36.34428863220653,22.70309160001773,28.7937568414262,34.70534226077703,35.851945181691484,37.21545218170641,28.989082054531316,20.769467208422157,23.828960882576233,54.254934802050954,30.591124329224165,39.62003109932654,20.624028926385275,28.827435570699315,27.974126995566337,25.32707779576366,29.673565361340543
19,34.801800261472124,35.02384097833129,45.803670528563245,38.043062975235614,38.786283288640334,30.04720504183112,27.38562154135935,34.622229709660616,41.54698664945381,31.98301391132737,24.90872837376233,38.49730242025891,35.672896048792296,24.51082593277414,28.77197302030234,38.89607909347281,48.26462926996375,31.92519783086223,25.302370758499478,23.736286550739173,27.640623531608675,51.430721263329175,29.03182782973888,33.699034117506834,22.001043873411874,32.12350002193567,26.322419346935103,21.19855785155996,27.897327518090165
20,35.80750170696951,37.86837374846121,43.118044376148745,33.700357478996516,36.95074973051755,33.20901668731484,29.173525132454543,35.34816804851549,41.374724205967254,34.87289852846128,27.8980379249107,39.00502628305864,36.32492293840046,26.96939345683004,26.591261146148028,42.356252134748644,59.78713569415194,28.47245153437025,19.2949393453958,28.343155346031054,34.093508539937545,41.15658986093175,32.5531127587791,27.86407796923347,26.77473160279065,37.38300174082989,23.62324404346007,19.53471099320525,25.534567499131718
21,37.19429261868091,41.42909246079901,39.847717563936286,30.239813078332,38.0823387254449,34.69565020748702,29.854610029360583,37.25930054241175,40.29617169865444,39.171711669190714,31.12194618963094,40.014377996150486,38.60508535522341,28.715911692722678,25.023085656364554,42.13595666094539,60.31302236617633,28.388248350158776,18.316826401437403,31.225235344668683,34.358379832435084,36.01241229432509,37.42027210017031,22.441146511538914,25.96030082019454,39.04921493111253,26.844081642648376,22.02295931948767,22.46074603109813
22,38.804803768746474,42.26259245090195,39.32042504757672,29.455264758492277,40.68692107158331,34.31681367708385,29.39718307720853,40.94581052010997,40.858627932151805,40.917263017564274,34.04667510023211,43.99679952871171,43.06459442899275,28.59960569003505,25.311842220684323,42.05027305780655,51.09835830666687,34.07422811849308,23.838572195418926,33.35818809133252,28.31146183746409,41.08913249104248,42.969773209533976,20.512414233601326,25.646449475948415,37.3194092257619,38.194332423513174,29.64148072608178,24.816279952413378
23,40.20126123157195,40.617723407714486,41.13847038049434,28.667426094681637,41.0204699298292,33.350982205510874,30.717853411706567,42.70017707992681,42.90440907528354,39.41667476065663,35.25408436072284,47.63912298955101,46.273392772196104,26.411347674540657,29.14317541873819,44.40413313658196,38.72294207498307,41.92594331930614,27.78433971292429,37.18818345106182,24.582507894981187,48.691807412654214,44.843511111510026,20.354428066884623,31.874747321692407,36.113453487727035,48.4219178638553,35.64038637834815,32.485529483102695
24,40.81315472812893,39.19305937655434,41.933375658756894,26.793286174491012,40.298085665747834,33.65659713178098,33.703957770924696,40.40830902324579,45.391870259282996,38.42398315196724,33.11826881600055,45.90219939311299,45.00722476950278,24.260046235392462,33.5859350011974,45.42576910006729,31.25000130236515,44.55488655504648,22.84832329688411,39.096350739239185,26.60382265198269,51.66769234688633,40.1938448664349,19.863837928373698,36.56765113637417,35.12197974753163,51.02314710434966,32.038406097650494,41.06223006769218
25,40.14851340602574,39.63274329811919,42.160837824798506,26.799850409753162,42.092876209929834,36.36058328313199,34.458228356657926,39.13852168828923,47.83164547419926,40.00326052881944,29.44008091402591,42.4979970355083,40.6064593645978,25.051682054001184,34.96792197038032,42.72845634201026,34.84170949767995,43.06574813560417,16.783039499894397,37.28711839919534,29.908611483715276,50.84310691319814,34.748612395683196,22.18115996413072,37.781837717589276,34.52561671748617,50.05651914603311,24.901011075745224,47.58526505264614
26,37.94534375286255,40.91233824722952,44.29241985111516,30.671859106884057,44.72686730810382,38.04413325104927,34.16873454158323,42.51417180817821,49.01425053150945,43.0598878694138,27.92149237160404,42.64837818200953,36.546014532698365,28.473625257345525,35.531293883575586,38.88465302667292,42.29019532216476,43.30513279140624,17.910246315354392,37.63066708670759,32.2461072667017,52.42627987083941,33.335042266644884,26.044319782736366,38.515051116794815,34.618760041031805,46.469452523218834,20.747040471876538,49.124267737033875
27,34.20903632696737,40.79950757633253,46.16466441556492,34.84425533870804,43.330768192452254,34.80464785271345,36.11200289710163,46.46969957632622,48.296477096908326,44.520797061547256,28.05873743117681,44.91885708477497,34.937140313599926,31.429833964265626,37.30014524367441,35.316016970684664,43.422427340434986,47.194797376346436,28.07126961341213,40.596265774440795,36.407068268073495,54.370845219625906,34.202729370511676,28.932523875580724,37.6779482053375,32.66140640167765,39.86701872398655,17.799294084345945,47.16893108733164
28,29.16015679230844,38.58360378118652,44.965713468458816,36.64695702717343,37.206957973823215,29.859165653494532,38.1570288993691,45.85761401960748,47.392499446310225,42.37934159526452,26.737574553377804,45.642286491257714,33.18677737604527,32.31256479275805,38.158131492179876,32.645367610246716,40.80022265021401,49.846804615560316,42.512318929230844,38.97660041101118,40.681313325870285,52.61349265848934,34.10630099710215,31.66269971569196,39.53894843417824,29.020007258715317,35.52726134197247,17.316715011625867,45.081690373736464
29,23.173458034158784,34.90607482022358,41.60148219427899,35.873886450785385,32.47247226953085,27.94192833806408,35.42563764400436,41.614864396725125,46.54849041284447,37.43444917646872,23.827473262865766,42.89627010386545,29.738660648919243,30.7017600182876,36.27530471305806,31.542690048924655,37.561841260386814,44.11417810970342,46.40344176811396,32.90037675301999,42.34366361553609,52.63230463962712,32.06825608982337,35.77317408965415,47.261502922385006,28.341057492456148,35.61009111757049,21.97782357062048,41.652621103206116
30,16.754308176827735,30.442872058768472,38.05267379636548,31.96159016514335,30.371803480417142,25.41467395073508,28.364776702330886,36.31074268532049,43.209199261569466,29.98540287364344,20.559312241758754,36.610889116622424,24.68288754356855,25.975597088262376,31.985227106977945,30.135219997360338,32.735282235102915,33.7953126997438,33.94802227468409,28.087224697126214,41.11743546211548,57.96491799559992,32.51274269263047,39.24887446839559,53.973538826130515,32.14219867012939,37.92454797754992,30.567196389784705,38.79794493818316
31,10.539829251827834,25.674576197069406,34.71266904767034,26.14006670150892,24.889786229846948,18.400032203266036,21.145247256563966,32.162363218637964,36.11475897141716,21.09096449980379,16.600643715084917,28.443101681428423,17.058305378254673,20.131830870574696,26.182329637281423,25.156567143718405,28.45381738346223,30.24040334476235,17.70363005538393,23.767416234697208,36.343460978443005,61.028071894078906,36.446977897698154,37.61065786045846,51.71182466528107,36.19590075314072,38.98365304237181,37.76076676378569,37.03572122368847
32,5.252081975344406,20.728510099692365,31.123469597058893,19.764662989796406,15.461508523941447,12.117598254509215,14.333858667540637,30.99731885338349,26.800632205681453,12.108202143103616,12.410850137235183,20.10779165050427,7.936122603031531,15.820832073755374,19.266549834972338,17.30126765544437,24.66164851228472,31.869875091494485,10.02539927912943,14.840728959384393,30.763875453579853,57.32266190681476,35.898687307441094,28.690182777591147,42.17980635416161,39.438932417109505,31.937914114985144,37.51062360217752,32.549506639515656
33,1.5804092343505167,14.371116309139047,26.638823348628776,13.920534984865121,7.091657833886638,9.499302605563354,7.790057556983957,29.476200635846794,18.621953191150087,1.3104594190508485,9.549024634670175,12.001557326095567,0.0,12.93142480627808,11.928585048481967,11.309991993842644,18.621254814759702,30.96980857567893,10.330426020690519,1.9731123049333839,28.04063014729404,50.57892357404259,30.085402022077055,17.257370263005676,31.498038616034446,41.691275370940204,22.615539947635956,29.160388097421762,28.384233897072427
34,0.0,7.81192779578018,20.19226869089767,9.472489556988734,0.3358232963764216,5.780910405219215,3.413787222692759,22.681625540951238,13.723014030219767,0.0,7.816082760605605,5.23892391536946,0.0,10.165340570189464,5.036385918177959,7.285495220788272,12.402773484262555,26.2529678476396,10.530930406885606,0.0,26.431038355809076,44.144070591424835,24.096208894875417,8.811359762046415,20.571002171971863,38.44607657286879,22.07610373449809,18.493535517455047,24.645424230046174
35,0.6269717571969832,6.0929670549407025,12.775095918013015,6.121793466195284,0.0,0.6935078983500589,1.702622931744858,13.248714621945027,12.175019996564517,0.0,6.166502111097563,1.5646825019976358,0.0,5.7848765785812475,0.0,1.9063677188097028,9.358281674864209,18.510340295752815,8.665124626515635,0.0,22.32530080008899,38.441181660008496,16.525657007035527,5.972244663886897,10.652344978911659,31.329055639315232,24.643556599618073,11.711545679385381,18.504993355796636
36,3.1901481105827107,8.811998420382825,8.117213341626094,3.571654775922381,0.0,0.0,1.0282995238642079,6.02350100641632,12.705012179227413,0.0,3.495714047887927,2.719105111271166,0.0,0.13806242435472527,0.0,0.0,8.102120165343532,9.943046906828819,7.331728720986089,0.0,16.491196081599306,31.461943345720098,5.6540581030497155,10.028302242397611,4.832731415156567,23.77120385515819,21.677684121778242,7.37660941642301,11.800135456200648
37,7.145723956905719,9.799198816306143,7.458301082137673,2.8035039420080228,4.1163381674546455,0.0,0.0,1.8364342796655255,13.362448319153092,0.0,0.0,7.889764248478421,0.0,0.0,0.0,1.1989708938827761,6.206456080936562,5.222341913983991,5.2409325479175255,0.0,9.280382325039914,20.572561487345478,0.0,16.436749967115002,2.0827921544919246,12.42337937155653,12.882725383158858,2.529177232666208,5.469208808314692
38,11.869002627150921,9.931792706927217,8.709682052214935,4.118207913780338,12.82902517115495,2.611046598910229,0.0,3.0625215494255897,14.867080257023044,1.5983055347959687,0.0,13.262083666605935,1.341298995107468,0.0,1.208161044414,10.482311736052303,5.594250196439608,6.311133833091823,0.34090652357141077,0.0,3.7167517169288997,8.162158251401051,1.362839758866238,16.72425506289394,1.8284908266305404,0.0,1.3201457684592743,0.0,0.19729674678616682
39,16.826333851112253,14.149239077920303,11.720841348919908,7.981527858556018,18.93860409003259,7.081584443788413,0.0,10.232153861231899,18.364293844439587,7.426445009733596,0.0,17.03624902325587,11.46996020553783,0.0,8.326415890515978,19.628180632615514,6.957044867739075,8.769892726243292,0.0,0.0,5.024605161086017,0.27753901236365053,2.883038674588881,9.46971862492514,3.4552896900492085,0.0,0.0,0.0,0.0
40,21.651718053895237,20.55357391430306,17.731029685727187,14.681255046029825,25.80519538993608,11.340319755795955,1.4726626499690032,17.625089212639722,21.240182814949357,11.812203721606055,2.960696865851971,19.77128102898464,21.464948449844123,0.0,14.57843628693345,24.22358049886085,8.874473340761584,9.943139339119234,0.0,0.0,8.958634458793986,0.0,0.0,4.091027559045981,3.668907345963195,0.0,0.0,0.0,2.8129383364487723
41,26.11450405852749,25.41099877238158,25.290105073386503,20.84648189369876,34.04494121647319,14.662509377792691,5.802875324244394,21.353548620104554,22.551620894924,14.23301637933244,9.663906729076551,22.068190256270473,27.304810686653113,0.04202057452870389,19.18198985316043,26.351098822753396,13.29780891460519,14.694556050423865,1.0462043773299916,0.0,8.035991970772136,3.188516193622273,0.0,6.2276038969711225,0.0,7.990075387842036,0.0,3.7960315116100016,9.905263663234757
42,30.04080257515841,29.53549096162559,31.610140583365542,24.38458179981515,39.294744623859756,18.13673952546023,10.117361521627567,23.579906307307468,25.589448876893595,17.83025179857571,14.733297066914805,25.625660911548117,30.8853669752282,3.7173551591597596,23.359020289944702,29.960117978044757,20.600575131233633,24.29556628814172,9.046107116762379,1.536063761510797,6.770756550937587,7.4105227116072,0.0,13.022683464645915,0.0,18.1675173181074,0.28589184984178306,9.477563335680136,19.998576243447246
43,33.2660732656881,32.54796066950193,34.49135860631786,28.38476125533182,41.08143240960239,22.03881734071375,13.162560239103573,27.777807055154486,30.58916926709109,22.31990095691858,17.369172515000834,31.829722307389005,34.540807022660296,7.383142502566651,26.378239040310856,33.443785316913335,26.478068177198338,33.04777685024281,14.262373464743742,10.706837242086323,13.285072999259251,11.53813816799844,0.0,19.975379594611134,10.292344328429389,26.773164048158353,3.5566734572382046,13.060530034971244,27.84672957202966
44,35.64987327432433,33.15746237585563,35.02825109716138,32.9846244390133,43.48443908457307,24.46922789079334,16.059613330391628,33.00715533749186,33.95526675354509,25.564470136279915,19.66803901636902,37.93773738020521,37.33856599382404,11.199034184891818,27.985407197185705,34.96638227555597,28.822067333552027,38.82414520314547,12.863079298317642,15.998464098010308,26.68773059092992,15.826944269526381,0.052085388305610714,25.595153332980455,24.179677514095268,34.050050788743,5.26972918361066,14.862749679627925,31.6832128247104
45,37.14161605776804,34.458256819843925,36.819445676213846,34.10818671275827,45.71147725462362,24.57974852888296,21.64874847596611,35.73388218419619,35.13319877807259,28.178439601162893,21.40117462030362,41.239738071181364,39.00213868880698,16.544904051862183,29.913134577418596,37.02947918003607,29.33554273352946,44.59959254722112,7.0294924837555115,19.756110910194288,36.904998604674496,21.440010584963034,10.408819444711884,29.694418506759952,32.6609107120448,36.91885215731073,7.118595342432498,12.133796679363275,33.75776364072817
46,37.84217159974606,37.96849522861322,39.58364171183812,30.948569225746475,45.737157400358925,26.247384776962107,28.553491225049367,35.8373692998323,35.197883566698025,31.83178472596249,23.83639170625742,40.98222472755237,40.224411108359405,23.141554323066227,32.68395657190648,40.967697624945934,30.69122282108431,47.87141982326898,5.413852534545326,27.61212458657758,36.15905386806196,27.269457647643705,20.621609753158992,32.91930211050557,38.915054159659334,34.89131115523437,7.150914201359365,6.699801264465899,33.33779725853448
47,38.01227561270042,41.3721295407437,40.757968345590136,28.072530844988247,45.37279442770634,31.091920723067066,33.17806266796478,37.10683578551408,35.21540222309021,36.54419231828066,28.392918695880756,38.51727982214871,41.13432774206926,28.96586681069808,34.67432485960651,43.136677865378786,36.39417256721386,46.15226708015294,10.869501553413606,33.63680486716543,31.81029235912441,29.59142565680189,27.38449346973982,36.68065971881009,44.43757608417835,32.15642515531772,6.520489102923085,5.877018852900585,32.03232100640321
48,38.032300539434836,43.35914303161842,40.27301622971912,28.5543868343683,45.02391994398677,35.08188061713846,34.82503453758158,41.02400865494558,37.230791340552116,40.45909700009567,30.795827008128846,37.734761071473855,40.31476985050941,30.98518094853836,33.6885662916218,42.2795480670863,45.082203128760725,43.69045778337477,20.714537783021044,30.597963600665004,29.284120208412336,30.042348145060533,35.218671849565915,38.422423597841686,46.58014315309053,35.64176238822652,13.253251653831043,10.696411020322511,32.977349390269865
49,38.332309045566596,43.93480552614411,40.40646750130796,31.577601855295956,44.73768344485721,36.01008442912447,35.08629944617175,43.77490349719074,41.544918522849365,42.73401186185069,28.82033869734071,40.64269523388804,39.381758017660765,29.26523624223057,32.176403667410696,40.24615249261271,50.72248641310515,44.253078600764255,31.630426842835256,25.14503814218747,28.94358557427891,29.612915123981974,43.32866113894214,38.648932086478126,47.03206395617706,42.24367591112455,27.91587649707042,18.586746521094668,35.168732601788776
50,39.327973932620345,43.502799024387514,41.973185386625744,36.06860950639212,44.31689700091201,35.37155660671433,36.24298441361313,44.28232317017104,46.15254312178409,42.917825552673555,25.42999691459159,44.27400415165802,40.87793242259326,26.783447057826486,33.98411728651672,38.10572988785653,51.872611302399946,48.02371738313261,39.39897532276128,24.351996134668706,35.03887556464193,29.236015548455825,44.72102409308516,41.70446880082804,45.682693693292045,41.97440675081526,37.96333787214722,28.532686186054768,37.90232307903381
51,41.37199724451738,43.07988299886654,43.379496509565556,38.86232204046697,44.608808004820034,35.28019353198468,35.744190133263146,45.74905685459413,47.64184925218922,42.024989397329875,23.668049622789,44.508967627956366,43.753899578145514,26.267473436231093,36.680313126426284,37.24335290783006,51.45515876219011,51.82530384236769,42.372065088567496,25.6412724949979,40.02837631213435,33.50474124741946,40.03888711858437,43.80297397998628,38.35561066918169,36.354933177212665,32.49162373656635,37.66656859525264,39.76043126644474
52,44.715107972463976,43.72234883357719,43.92633932166293,38.20201661162608,48.38983458683846,36.19164037050365,31.713403718780796,48.29948219285684,44.64836903599671,41.209364474271865,25.854559731906747,42.46643423472216,47.06784561006569,29.524476475184507,37.4208148091467,38.61324519008893,52.61765066610826,51.4176288220378,42.16982152659338,24.811755591933647,34.59673997557409,39.31028065058052,33.283498217040744,39.9577916715358,27.288030986063106,32.277387106048906,19.21362532015246,40.69908953235127,36.25887027120439
53,49.46737442111385,46.36400298393618,44.4729662854505,36.36023820262031,55.81884840185296,37.25341597950553,30.40118588967843,50.19903595651153,43.80597167553307,41.62843502573489,29.90736194569189,42.85611812915201,51.50974511091144,34.65071533932863,37.965463276372645,43.857665201687965,56.286589833550984,47.026538819682344,42.45777220301942,21.01644101506544,28.519066041237235,44.1545495973173,27.56845460375279,36.93087603425415,22.954487486739716,30.488688963135576,16.309559746372113,35.10100456893985,30.046824851209184
54,55.557016749542356,51.09268363650372,47.45382632784649,38.004542797836976,63.55346102690898,39.9589041561808,34.025829733349575,50.21599764929408,48.93798220115255,44.71201382879403,32.112297357541635,46.61775628312305,57.665215794203526,38.35956792341594,39.12936420271841,53.04613770908287,59.94723904691189,44.81288314149012,43.84750699103739,17.642103667862834,32.735046979756405,51.2913816241993,28.621095202960774,40.926392166723076,30.438750007211297,29.031193785791515,26.72435879857862,25.569035891801224,30.484454344506112
55,62.70083385460016,57.35985405967663,54.00212869245459,44.26824322788859,70.17614147533084,45.88633038757375,38.16813709761475,49.26897573430357,54.94053031238819,50.37529291195072,34.52784134388283,51.28357547445821,65.62278259652378,40.84440328759513,41.07657067901626,61.47951171666266,61.93978960749814,51.45172439099855,44.512574308986004,19.847615550719112,39.85512601052041,55.257421457107554,36.7764070547686,47.94511140014194,41.4492498579534,28.891650609437928,36.948954183965846,21.621719104985065,37.882377360229945
56,70.41572238978677,63.97151662681362,62.82517025041194,51.83458729065143,77.31002900036907,51.98061097057294,42.48713026868313,51.75202271855753,57.977680239127885,56.73290329550055,39.525102642813735,56.19283794658103,73.73212772059443,43.276671167441876,44.476252036011815,67.60253878933358,64.94221670312835,61.62055937388935,46.39645527963715,26.558770984214217,39.111456199646085,53.7983549615376,42.76738136160442,50.01222127545981,49.47463871456552,33.849331640647875,39.86506822852145,27.3956273756691,46.225476407994435
57,78.09595900739288,69.21283576282794,72.91359383360395,60.48484322090258,85.17943722966493,56.02369627181767,48.369259303519875,59.77504700452809,59.179001022060504,63.379263634460116,45.95222387807801,63.324100829614906,81.14237036592922,46.52334089083814,49.57088427025894,74.28317295905879,70.50715855373863,66.59572475121868,49.13839746471367,32.94083230117522,34.085946161969645,54.01197932753435,44.26178746952672,49.40159120561585,56.84026627713504,44.71628073318024,39.78313497147316,37.972754303384946,53.84142988756434
58,85.1370704879223,72.88648773109303,81.9782864159054,72.1066134680682,93.98301074305728,60.50121835495885,55.1374658891403,69.0852748377745,61.140807379696085,72.13958608474749,53.249350865374794,73.02582899376861,89.36766092488082,54.30637854342639,57.74938942217749,81.66760680280404,76.29333106664052,72.32302657264133,49.071424087462184,38.902891597086345,34.02138197732147,56.40373266242137,45.96015377016588,52.51897245838463,64.74221066284395,58.57271496321227,42.68820203177403,50.364213435746414,57.893639966111806
